================================================================================
Count of Words: Data Structure Edition - Output Report
================================================================================
Arquivo Analisado: input/a_riqueza_das_nacoes_english.txt
Estrutura de Dados: Árvore AVL
Data de execução: sábado, 12 de julho de 2025 - 12:44:15
Quantidade de palavras: 385720

================================================================================
Tabela de Frequências
================================================================================
Palavra           | Frequência
conscious         | 2    
consciousness     | 3    
consecrated       | 2    
conseiller        | 1    
consent           | 22   
consented         | 2    
consequence       | 171  
consequences      | 8    
consequent        | 2    
consequential     | 3    
consequently      | 142  
consider          | 41   
considerable      | 293  
considerably      | 43   
consideration     | 24   
considerations    | 5    
considered        | 150  
considering       | 5    
considers         | 4    
consigned         | 2    
consignments      | 1    
consist           | 43   
consisted         | 31   
consistent        | 8    
consistently      | 9    
consisting        | 10   
consistorial      | 3    
consists          | 64   
consolation       | 1    
consolidated      | 1    
conspiracy        | 1    
constable         | 1    
constancy         | 10   
constant          | 44   
constantine       | 1    
constantinople    | 3    
constantly        | 53   
constituent       | 3    
constituents      | 4    
constitute        | 22   
constituted       | 8    
constitutes       | 18   
constituting      | 5    
constitution      | 33   
constitutions     | 1    
constraint        | 2    
construct         | 1    
constructed       | 2    
constructing      | 1    
construe          | 1    
consul            | 2    
consuls           | 3    
consult           | 2    
consulted         | 2    
consulting        | 1    
consults          | 1    
consumable        | 46   
consume           | 35   
consumed          | 63   
consumer          | 41   
consumers         | 41   
consumes          | 9    
consuming         | 6    
consumption       | 278  
consumptions      | 1    
contact           | 5    
contain           | 28   
contained         | 45   
containing        | 28   
contains          | 15   
contemplation     | 2    
contempt          | 8    
contemptible      | 9    
contemptuous      | 2    
contemptuously    | 1    
contending        | 3    
content           | 17   
contented         | 7    
contentedly       | 1    
contenting        | 2    
contents          | 6    
contest           | 2    
continent         | 14   
continental       | 2    
continents        | 1    
contingent        | 1    
continual         | 45   
continually       | 109  
continuance       | 31   
continuation      | 1    
continue          | 77   
continued         | 49   
continues         | 43   
continuing        | 13   
contraband        | 2    
contract          | 25   
contracted        | 25   
contracting       | 5    
contracts         | 16   
contradistinction | 1    
contrary          | 146  
contrast          | 1    
contrasted        | 1    
contribute        | 65   
contributed       | 37   
contributes       | 19   
contributing      | 7    
contribution      | 16   
contributions     | 5    
contributor       | 10   
contributors      | 12   
contrivance       | 1    
contrivances      | 1    
contrive          | 1    
contrived         | 9    
contrivers        | 4    
contriving        | 1    
control           | 2    
controle          | 2    
controlling       | 1    
controls          | 1    
controversy       | 2    
controvert        | 1    
conveniences      | 1    
conveniencies     | 36   
conveniency       | 35   
convenient        | 60   
conveniently      | 5    
conventicle       | 1    
conversation      | 8    
converse          | 1    
conversion        | 5    
convert           | 8    
converted         | 5    
converting        | 1    
converts          | 1    
convey            | 6    
conveyance        | 2    
conveyances       | 1    
conveyed          | 2    
conveying         | 1    
conveys           | 6    
convicted         | 5    
convicting        | 1    
conviction        | 3    
convince          | 4    
convinced         | 7    
convincing        | 1    
convulsion        | 1    
convulsions       | 3    
cook              | 1    
cooking           | 1    
copartneries      | 1    
copartners        | 1    
copartnery        | 10   
copenhagen        | 1    
copied            | 5    
copiers           | 3    
copies            | 8    
copper            | 35   
copperas          | 1    
copy              | 14   
copying           | 4    
copyright         | 20   
cori              | 1    
corn              | 445  
corner            | 2    
corners           | 5    
cornwall          | 5    
corporate         | 13   
corporation       | 33   
corporations      | 13   
correct           | 3    
corrected         | 2    
correcting        | 2    
correction        | 1    
corrects          | 2    
correspond        | 6    
corresponded      | 2    
correspondence    | 2    
correspondent     | 6    
correspondents    | 11   
corresponds       | 2    
corrupt           | 9    
corrupted         | 11   
corruption        | 10   
corrupts          | 4    
cortes            | 1    
corvees           | 1    
cossacks          | 1    
cost              | 80   
costly            | 5    
costs             | 38   
cottagers         | 2    
cottars           | 1    
cotton            | 7    
couches           | 1    
could             | 660  
council           | 24   
councils          | 8    
counsellor        | 2    
counsellors       | 3    
count             | 1    
counted           | 1    
countenance       | 1    
counteract        | 1    
counterbalance    | 10   
counterbalanced   | 2    
counterfeit       | 1    
counterfeits      | 2    
counties          | 15   
counting          | 3    
countries         | 578  
country           | 1244 
countrymen        | 13   
county            | 5    
cour              | 1    
courage           | 7    
course            | 144  
court             | 82   
courted           | 1    
courts            | 34   
cover             | 4    
covered           | 6    
covering          | 2    
covers            | 2    
coveting          | 1    
cow               | 4    
coward            | 3    
cowardice         | 2    
craft             | 1    
crafts            | 1    
crafty            | 1    
cramping          | 1    
cramps            | 2    
crazy             | 2    
create            | 4    
created           | 6    
creates           | 2    
creating          | 6    
creation          | 1    
creature          | 3    
credibility       | 1    
credit            | 92   
creditable        | 7    
credited          | 2    
creditor          | 23   
creditors         | 27   
credits           | 17   
credulity         | 1    
creep             | 1    
creoles           | 2    
crescetur         | 1    
crew              | 2    
cries             | 1    
crime             | 7    
crimes            | 3    
criminal          | 4    
criminals         | 1    
criterion         | 2    
criterions        | 1    
critical          | 2    
cromwell          | 2    
crop              | 21   
cropping          | 2    
crops             | 7    
cross             | 1    
crowd             | 2    
crowded           | 2    
crown             | 51   
crowns            | 2    
crucible          | 1    
cruel             | 4    
cruellest         | 1    
cruelly           | 3    
cruelty           | 1    
cruizing          | 1    
crumble           | 1    
crusades          | 1    
crushes           | 1    
cruttenden        | 1    
cruz              | 2    
cruzadoes         | 1    
cuba              | 3    
cubic             | 1    
cudgel            | 1    
cultivate         | 33   
cultivated        | 104  
cultivates        | 5    
cultivating       | 13   
cultivation       | 164  
cultivator        | 1    
cultivators       | 32   
culture           | 13   
cumbersome        | 1    
curacies          | 1    
curacoa           | 1    
curate            | 5    
curates           | 3    
cure              | 2    
cured             | 10   
curers            | 2    
cures             | 1    
curing            | 6    
curiosities       | 3    
curiosity         | 6    
curious           | 5    
currants          | 1    
currencies        | 6    
currency          | 54   
current           | 36   
curse             | 1    
cursitor          | 2    
curtain           | 1    
cushions          | 1    
custody           | 1    
custom            | 48   
customary         | 2    
customer          | 4    
customers         | 31   
customs           | 83   
cut               | 5    
cutler            | 1    
cutlers           | 1    
cuts              | 2    
cutter            | 1    
cutting           | 1    
cyder             | 6    
cylinder          | 1    
cyprus            | 1    
d                 | 36   
d’etat            | 1    
d’ors             | 2    
d’un              | 1    
daedalian         | 1    
daily             | 14   
dairies           | 2    
dairy             | 7    
dam               | 9    
damage            | 4    
damaged           | 1    
damages           | 8    
damp              | 2    
dance             | 2    
dancers           | 2    
dancing           | 3    
danes             | 4    
danger            | 15   
dangerous         | 30   
dangers           | 6    
daniel            | 1    
danish            | 1    
dantzic           | 2    
danube            | 1    
dare              | 4    
dared             | 2    
dares             | 3    
darien            | 2    
daring            | 1    
darkness          | 1    
dastardly         | 1    
data              | 1    
date              | 15   
dated             | 1    
dates             | 2    
daughter          | 1    
daughters         | 2    
dauphine          | 1    
davenant          | 2    
david             | 1    
dawning           | 1    
day               | 97   
day’s             | 13   
daylabourer       | 1    
days              | 54   
dazzling          | 3    
de                | 21   
dead              | 19   
deal              | 143  
dealer            | 28   
dealers           | 56   
dealing           | 5    
dealings          | 17   
deals             | 16   
dealt             | 5    
deans             | 1    
dear              | 50   
dearer            | 81   
dearest           | 3    
dearly            | 3    
dearness          | 16   
dearth            | 17   
dearths           | 2    
death             | 12   
debased           | 3    
debasement        | 1    
debates           | 1    
debauched         | 1    
debentures        | 1    
debilitate        | 1    
debilitated       | 1    
debt              | 111  
debtor            | 20   
debtors           | 13   
debts             | 58   
decay             | 15   
decayed           | 3    
decaying          | 11   
decays            | 2    
deceive           | 2    
deceived          | 2    
december          | 7    
decency           | 3    
decent            | 10   
decently          | 1    
deception         | 1    
decide            | 5    
decided           | 5    
decides           | 2    
deciding          | 1    
decision          | 7    
decisions         | 2    
decisive          | 10   
decked            | 3    
decker            | 5    
declamation       | 1    
declaration       | 2    
declare           | 6    
declared          | 18   
declares          | 2    
declaring         | 2    
declension        | 24   
decline           | 4    
declined          | 6    
declines          | 1    
declining         | 22   
decoy             | 1    
decrease          | 2    
decreased         | 1    
decrees           | 3    
dedicate          | 2    
deducible         | 1    
deduct            | 4    
deducted          | 7    
deductible        | 1    
deducting         | 14   
deduction         | 9    
deductions        | 7    
deed              | 6    
deeds             | 7    
deemed            | 1    
deep              | 1    
deeper            | 2    
deeply            | 5    
deer              | 5    
defaced           | 5    
defalcation       | 1    
defames           | 1    
default           | 1    
defeat            | 1    
defeated          | 3    
defect            | 8    
defective         | 6    
defects           | 3    
defence           | 66   
defenceless       | 5    
defend            | 23   
defendant         | 2    
defended          | 7    
defending         | 21   
defensive         | 4    
defiance          | 1    
deficiencies      | 5    
deficiency        | 14   
deformed          | 2    
deformity         | 1    
defraud           | 2    
defrauded         | 2    
defrauding        | 1    
defray            | 13   
defrayed          | 26   
defraying         | 31   
defrays           | 3    
degeneracy        | 1    
degenerate        | 1    
degenerated       | 5    
degradation       | 23   
degrade           | 8    
degraded          | 16   
degrading         | 2    
degree            | 148  
degrees           | 23   
deign             | 1    
deinceps          | 1    
deity             | 3    
delay             | 6    
delayed           | 1    
delays            | 2    
delegate          | 2    
deletions         | 1    
deliberate        | 5    
deliberated       | 1    
deliberates       | 3    
deliberation      | 3    
deliberations     | 4    
delicacy          | 1    
delicate          | 3    
delightful        | 1    
delights          | 2    
deliver           | 7    
deliverance       | 2    
delivered         | 16   
delivering        | 1    
delivers          | 3    
delivery          | 2    
delphi            | 1    
delusion          | 1    
delusions         | 5    
demand            | 270  
demanded          | 12   
demanders         | 2    
demanding         | 2    
demands           | 33   
demesne           | 1    
demesnes          | 4    
democracies       | 2    
democracy         | 1    
democratical      | 2    
democritus        | 3    
demonstrate       | 15   
demonstrated      | 4    
demonstrates      | 9    
demonstrations    | 1    
demonstrative     | 1    
denarii           | 2    
denarios          | 1    
denier            | 1    
deniers           | 3    
denisart          | 1    
denmark           | 10   
denominate        | 1    
denomination      | 28   
denominations     | 2    
denote            | 3    
denotes           | 2    
denoting          | 2    
depart            | 1    
departing         | 1    
department        | 2    
departments       | 2    
departure         | 1    
depend            | 41   
dependant         | 2    
dependants        | 4    
depended          | 12   
dependence        | 1    
dependencies      | 2    
dependency        | 14   
dependent         | 15   
dependents        | 4    
depending         | 5    
depends           | 51   
depenses          | 3    
depopulated       | 2    
depopulation      | 1    
deposed           | 1    
deposit           | 9    
deposited         | 9    
deposits          | 12   
depreciated       | 1    
depredation       | 1    
depredations      | 4    
depress           | 7    
depressed         | 1    
depresses         | 1    
depressing        | 1    
depression        | 4    
deprivation       | 1    
deprive           | 4    
deprived          | 6    
depriving         | 2    
depth             | 2    
depths            | 2    
deputies          | 2    
deputy            | 2    
derange           | 4    
deranged          | 1    
derangement       | 2    
dercyllidas       | 1    
deride            | 1    
derision          | 2    
derivative        | 4    
derive            | 48   
derived           | 59   
derives           | 37   
deriving          | 2    
des               | 4    
descend           | 2    
descendant        | 1    
descendants       | 3    
descended         | 4    
descent           | 2    
described         | 10   
describes         | 1    
description       | 1    
desert            | 10   
deserted          | 3    
deserts           | 1    
deserve           | 17   
deserves          | 10   
deserving         | 1    
design            | 2    
designation       | 1    
designs           | 2    
desire            | 16   
desired           | 1    
desires           | 1    
desirous          | 2    
despair           | 1    
despatches        | 1    
desperate         | 2    
despise           | 5    
despised          | 3    
despises          | 1    
despite           | 1    
desponding        | 1    
despotic          | 1    
despotical        | 3    
despotism         | 2    
destination       | 3    
destined          | 73   
destines          | 4    
destroy           | 12   
destroyed         | 12   
destroying        | 4    
destroys          | 3    
destruction       | 7    
destructive       | 13   
detach            | 2    
detached          | 1    
detachment        | 2    
detachments       | 2    
detail            | 4    
detain            | 3    
detaining         | 2    
detected          | 1    
deter             | 1    
determine         | 23   
determined        | 20   
determines        | 9    
determining       | 3    
detestable        | 1    
detestation       | 2    
detraction        | 1    
devastation       | 1    
deviates          | 1    
deviations        | 2    
device            | 1    
devise            | 2    
devised           | 1    
devolved          | 2    
devoted           | 1    
devotion          | 7    
devoured          | 2    
devours           | 1    
dexterity         | 32   
dial              | 1    
diamond           | 5    
diamonds          | 2    
dice              | 1    
dictate           | 1    
dictated          | 5    
dictates          | 2    
dictionnaire      | 1    
did               | 98   
didactron         | 1    
die               | 5    
died              | 3    
dies              | 2    
diet              | 2    
differ            | 1    
difference        | 101  
differences       | 4    
different         | 856  
differently       | 3    
differs           | 1    
difficult         | 77   
difficulties      | 6    
difficulty        | 42   
diffidence        | 1    
diffuses          | 1    
dig               | 1    
digested          | 1    
digging           | 2    
dignified         | 1    
dignitaries       | 2    
dignities         | 1    
dignity           | 14   
digression        | 6    
diligence         | 24   
diligent          | 8    
dimensions        | 1    
diminish          | 80   
diminished        | 52   
diminishes        | 30   
diminishing       | 27   
diminuetur        | 1    
diminution        | 55   
dine              | 1    
dining            | 1    
dinner            | 3    
diocese           | 6    
dioclesian        | 1    
diogenes          | 1    
diomede           | 1    
dion              | 1    
dionysius         | 2    
diplomata         | 2    
direct            | 65   
directed          | 25   
directing         | 2    
direction         | 38   
directly          | 52   
director          | 1    
directors         | 30   
directs           | 2    
dirtiness         | 4    
dirty             | 2    
disabled          | 2    
disables          | 1    
disadvantage      | 8    
disadvantageous   | 22   
disadvantages     | 14   
disagreeable      | 6    
disagreeableness  | 8    
disagreeably      | 2    
disappointed      | 4    
disappointment    | 1    
disapprobation    | 2    
disaster          | 1    
disasters         | 1    
disband           | 1    
disbanding        | 1    
disburden         | 1    
disburdened       | 1    
disburdens        | 2    
discern           | 1    
discharge         | 19   
discharged        | 7    
discharges        | 2    
disciples         | 2    
discipline        | 21   
disciplined       | 6    
disciplining      | 1    
disclaim          | 1    
disclaimer        | 3    
disclaimers       | 1    
discontent        | 1    
discontinue       | 2    
discord           | 2    
discount          | 9    
discounted        | 8    
discountenancing  | 1    
discounting       | 15   
discounts         | 3    
discourage        | 37   
discouraged       | 15   
discouragement    | 20   
discouragements   | 3    
discourages       | 13   
discouraging      | 7    
discourse         | 3    
discourses        | 1    
discover          | 7    
discovered        | 25   
discoveries       | 9    
discovering       | 1    
discovers         | 2    
discovery         | 56   
discredit         | 8    
discreditable     | 1    
discretion        | 12   
discretionary     | 4    
discussion        | 3    
disdain           | 3    
disdained         | 1    
disdains          | 1    
disease           | 3    
diseases          | 2    
disengaged        | 1    
disfranchised     | 1    
disgorges         | 2    
disgrace          | 6    
disgraced         | 1    
disgraceful       | 2    
disguised         | 2    
disgust           | 2    
disgusted         | 2    
disheartened      | 2    
disheartening     | 1    
dishonour         | 1    
dishonourable     | 1    
dishonourableness | 1    
disincumbrance    | 1    
disk              | 1    
dismal            | 1    
dismembered       | 1    
dismemberment     | 1    
dismiss           | 2    
dismissed         | 3    
dismissing        | 1    
disobligation     | 1    
disobliged        | 1    
disorder          | 21   
disorderly        | 16   
disorders         | 15   
dispassionate     | 1    
dispatch          | 1    
dispensation      | 1    
dispensed         | 1    
dispenses         | 2    
dispersed         | 10   
displace          | 1    
display           | 2    
displayed         | 1    
displaying        | 4    
displeasure       | 2    
disposal          | 17   
dispose           | 34   
disposed          | 53   
disposes          | 9    
disposing         | 2    
disposition       | 19   
dispositions      | 2    
dispossession     | 1    
disproportion     | 3    
disproportioned   | 2    
disputable        | 2    
dispute           | 12   
disputed          | 3    
disputes          | 8    
disputing         | 1    
disqualified      | 1    
disqualify        | 1    
disqualifying     | 1    
disregarded       | 1    
dissatisfied      | 1    
dissensions       | 2    
dissenters        | 3    
dissenting        | 1    
dissimilar        | 3    
dissipate         | 2    
dissipated        | 6    
dissipates        | 1    
dissipation       | 7    
dissolute         | 3    
dissolution       | 5    
dissolve          | 1    
dissolved         | 7    
dissolvents       | 1    
dissuading        | 1    
distance          | 63   
distant           | 115  
distil            | 2    
distilled         | 2    
distillery        | 4    
distinct          | 39   
distinction       | 28   
distinctions      | 6    
distinctly        | 11   
distinctness      | 3    
distinguish       | 9    
distinguished     | 19   
distinguishes     | 1    
distinguishing    | 2    
distract          | 1    
distraction       | 2    
distress          | 32   
distressed        | 1    
distresses        | 1    
distribute        | 11   
distributed       | 36   
distributers      | 1    
distributing      | 10   
distribution      | 31   
distributions     | 2    
distributor       | 1    
district          | 28   
districts         | 13   
distrust          | 2    
disturb           | 7    
disturbance       | 4    
disturbances      | 10   
disturbed         | 8    
disturbers        | 1    
disturbing        | 2    
disuse            | 6    
disused           | 1    
ditcher           | 1    
ditto             | 1    
divers            | 1    
diversion         | 2    
diversions        | 4    
diversity         | 1    
divert            | 4    
diverted          | 5    
divide            | 18   
divided           | 71   
dividend          | 17   
divides           | 9    
dividing          | 5    
divine            | 2    
divines           | 1    
divinity          | 1    
division          | 65   
divisions         | 5    
do                | 270  
dobbs             | 2    
docility          | 1    
doctor            | 9    
doctors           | 1    
doctrine          | 20   
doctrines         | 18   
does              | 246  
dog               | 7    
doge              | 1    
dogs              | 3    
doing             | 16   
doleful           | 1    
dollars           | 4    
domain            | 3    
domaine           | 1    
domestic          | 52   
domineer          | 1    
domineers         | 1    
domingo           | 11   
dominic           | 1    
dominica          | 1    
dominion          | 20   
dominions         | 32   
donate            | 5    
donation          | 1    
donations         | 17   
done              | 114  
donor             | 1    
donors            | 2    
doomsday          | 2    
door              | 1    
doors             | 3    
dorado            | 2    
dorians           | 1    
dotage            | 1    
doth              | 1    
double            | 43   
doubled           | 4    
doubling          | 1    
doubt             | 102  
doubted           | 10   
doubtful          | 17   
douglas           | 2    
douglas’s         | 1    
dowager           | 1    
dower             | 1    
down              | 62   
downloading       | 1    
downright         | 1    
dozen             | 4    
dr                | 7    
draco             | 1    
drag              | 1    
drained           | 3    
draining          | 5    
drains            | 3    
dramatic          | 2    
drank             | 2    
draper            | 1    
drapers           | 1    
draught           | 4    
draughts          | 1    
draw              | 54   
drawback          | 12   
drawbacks         | 32   
drawer            | 2    
drawers           | 1    
drawing           | 23   
drawn             | 83   
draws             | 14   
dread             | 3    
dreadful          | 7    
dream             | 2    
dreams            | 1    
dress             | 21   
dressed           | 1    
dresser           | 3    
dressers          | 3    
dresses           | 2    
dressing          | 1    
drew              | 6    
dried             | 2    
drill             | 1    
drink             | 4    
drinks            | 1    
drive             | 4    
driven            | 8    
drives            | 1    
driving           | 1    
droites           | 1    
droits            | 15   
drop              | 3    
drought           | 5    
drove             | 3    
drowned           | 1    
drowsy            | 1    
drug              | 2    
drugs             | 10   
drummond’s        | 1    
drums             | 1    
drunk             | 3    
drunkard          | 1    
drunken           | 1    
drunkenness       | 5    
dry               | 6    
du                | 4    
ducat             | 1    
ducatoons         | 4    
ducats            | 2    
duchies           | 1    
duchy             | 5    
due               | 57   
dug               | 1    
duke              | 7    
dukes             | 1    
dull              | 1    
duly              | 2    
dumfries          | 3    
dunfermline       | 1    
dung              | 1    
dunghill          | 1    
dunkirk           | 1    
dupleix           | 1    
dupré             | 5    
durable           | 14   
durableness       | 1    
durably           | 1    
duration          | 12   
during            | 214  
durst             | 1    
dust              | 2    
dutch             | 53   
dutchy            | 1    
duties            | 277  
duty              | 174  
dwell             | 2    
dwelling          | 9    
dwelt             | 3    
dwindled          | 1    
dwindles          | 1    
dye               | 4    
dyed              | 3    
dyeing            | 5    
dyer              | 3    
dyers             | 5    
e                 | 24   
each              | 232  
eager             | 11   
eagerly           | 1    
eagerness         | 3    
earl              | 3    
earlier           | 6    
earliest          | 4    
earls             | 1    
early             | 15   
earn              | 27   
earned            | 4    
earnest           | 1    
earnestly         | 1    
earnings          | 8    
earns             | 4    
earth             | 16   
earthen           | 1    
earthquake        | 1    
ease              | 16   
easier            | 16   
easiest           | 4    
easily            | 113  
easiness          | 5    
east              | 119  
eastern           | 4    
eastland          | 2    
easy              | 55   
eat               | 11   
eats              | 3    
ebook             | 13   
ebooks            | 7    
ecclesiastic      | 1    
ecclesiastical    | 18   
ecclesiastics     | 5    
eclipses          | 1    
economical        | 4    
economist         | 1    
economists        | 2    
economy           | 33   
ed                | 1    
edge              | 1    
edges             | 1    
edict             | 3    
edicts            | 1    
edinburgh         | 34   
edition           | 4    
editions          | 6    
educate           | 2    
educated          | 13   
education         | 81   
educational       | 1    
edward            | 24   
effaced           | 1    
effect            | 135  
effected          | 2    
effects           | 87   
effectual         | 67   
effectually       | 29   
effectuate        | 2    
effectuated       | 3    
effectuating      | 1    
effectuation      | 1    
effeminate        | 2    
efficacy          | 8    
effort            | 12   
efforts           | 8    
egypt             | 21   
egyptian          | 1    
egyptians         | 6    
ehglish           | 1    
eight             | 109  
eighteen          | 24   
eighth            | 4    
eightpence        | 23   
eighty            | 16   
ein               | 1    
either            | 740  
ejectment         | 3    
el                | 2    
elapsed           | 1    
elbeuf            | 1    
elder             | 2    
eldest            | 3    
elea              | 1    
elect             | 5    
elected           | 6    
electing          | 6    
election          | 10   
elections         | 9    
elector           | 1    
electronic        | 27   
electronically    | 2    
elects            | 1    
elegance          | 2    
elegancies        | 1    
elegant           | 1    
elementary        | 1    
elements          | 1    
elephants         | 1    
elevation         | 2    
eleven            | 17   
elevenpence       | 1    
eleventh          | 2    
elizabeth         | 20   
eloquence         | 2    
eloquent          | 1    
else              | 33   
elsewhere         | 1    
email             | 2    
emancipate        | 1    
emancipated       | 5    
emancipation      | 1    
embarrass         | 2    
embarrassed       | 1    
embarrasses       | 1    
embarrassing      | 2    
embarrassment     | 4    
embassies         | 1    
embassy           | 1    
embellish         | 1    
embellishes       | 2    
embezzlement      | 2    
embezzling        | 1    
embrace           | 2    
embraced          | 2    
embroideries      | 1    
embroidery        | 1    
emergencies       | 6    
emergency         | 1    
emerges           | 1    
emigration        | 1    
eminence          | 2    
eminent           | 20   
emission          | 3    
emissions         | 1    
emitted           | 2    
emoluments        | 18   
emotion           | 1    
emperor           | 5    
emperors          | 3    
empire            | 114  
empires           | 11   
employ            | 152  
employed          | 459  
employee          | 1    
employees         | 1    
employer          | 19   
employers         | 21   
employing         | 41   
employment        | 234  
employments       | 114  
employs           | 60   
emporium          | 4    
empowered         | 2    
empowering        | 1    
empress           | 2    
emptied           | 5    
empty             | 5    
emulation         | 9    
en                | 3    
enable            | 63   
enabled           | 52   
enables           | 28   
enabling          | 9    
enact             | 6    
enacted           | 47   
enacting          | 2    
encamped          | 1    
encounter         | 3    
encountered       | 1    
encountering      | 1    
encourage         | 49   
encouraged        | 25   
encouragement     | 73   
encouragements    | 13   
encourages        | 23   
encouraging       | 15   
encroach          | 4    
encroaches        | 4    
encroaching       | 5    
encroachment      | 4    
encroachments     | 2    
encumbered        | 1    
encumbers         | 2    
end               | 107  
endanger          | 2    
endangered        | 2    
endeavour         | 60   
endeavoured       | 44   
endeavouring      | 8    
endeavours        | 35   
ended             | 4    
ending            | 1    
endless           | 3    
endowed           | 8    
endowment         | 1    
endowments        | 3    
ends              | 5    
endure            | 2    
endured           | 2    
endures           | 2    
enemies           | 17   
enemy             | 7    
enfeebled         | 4    
enforce           | 4    
enforced          | 2    
enforces          | 1    
enforcing         | 2    
enfranchised      | 1    
engage            | 5    
engaged           | 14   
engagements       | 3    
engaging          | 1    
engine            | 3    
engineer          | 1    
engines           | 7    
england           | 402  
england’s         | 1    
english           | 135  
engross           | 5    
engrossed         | 11   
engrosser         | 1    
engrossers        | 3    
engrossing        | 10   
enhance           | 3    
enhanced          | 10   
enhancement       | 15   
enhancements      | 3    
enhances          | 1    
enhancing         | 1    
enjoin            | 1    
enjoined          | 1    
enjoy             | 49   
enjoyed           | 24   
enjoying          | 3    
enjoyment         | 14   
enjoyments        | 16   
enjoys            | 17   
enlarge           | 4    
enlarged          | 6    
enlargement       | 1    
enlist            | 2    
enlists           | 1    
enormities        | 1    
enormous          | 15   
enough            | 49   
enquire           | 1    
enquired          | 1    
enraged           | 1    
enregister        | 1    
enrich            | 9    
enriched          | 7    
enriches          | 1    
enriching         | 4    
ensuing           | 3    
ensuring          | 1    
entail            | 2    
entailed          | 1    
entails           | 7    
enter             | 23   
entered           | 14   
entering          | 8    
enterprise        | 2    
enterprizes       | 1    
enterprizing      | 2    
enters            | 4    
entertain         | 1    
entertained       | 5    
entertaining      | 1    
entertainment     | 1    
enthusiasm        | 5    
enthusiast        | 1    
enthusiastic      | 1    
enthusiasts       | 3    
entice            | 3    
enticed           | 1    
enticing          | 2    
entire            | 16   
entirely          | 83   
entitle           | 5    
entitled          | 9    
entitles          | 2    
entitling         | 2    
entity            | 3    
entrance          | 1    
entreat           | 1    
entrepot          | 2    
entrepots         | 1    
entrust           | 1    
entrusted         | 13   
entry             | 5    
enumerated        | 24   
enumerates        | 1    
enumeration       | 4    
envied            | 2    
envoy             | 1    
envy              | 8    
eo                | 1    
ephesus           | 1    
ephron            | 1    
epices            | 2    
epictetus         | 1    
epicurus          | 1    
episcopal         | 2    
equal             | 334  
equality          | 27   
equalled          | 3    
equally           | 125  
equals            | 6    
equilibrium       | 1    
equipage          | 10   
equipment         | 3    
equipments        | 1    
equitable         | 14   
equity            | 2    
equivalent        | 31   
equivalents       | 3    
erect             | 8    
erected           | 11   
erecting          | 5    
erection          | 7    
erects            | 2    
error             | 3    
errors            | 5    
esau              | 1    
escape            | 2    
escaped           | 1    
escapes           | 1    
especially        | 13   
esquires          | 1    
essay             | 4    
essays            | 1    
essence           | 2    
essential         | 23   
essentially       | 7    
establish         | 42   
established       | 198  
establishes       | 11   
establishing      | 24   
establishment     | 84   
establishments    | 10   
estate            | 51   
estates           | 36   
esteem            | 6    
esteemed          | 7    
estimate          | 7    
estimated         | 25   
estimation        | 12   
estimations       | 2    
et                | 5    
etc               | 87   
eternal           | 1    
ether             | 2    
ethics            | 2    
etienne           | 1    
eton              | 4    
eulogy            | 2    
europe            | 407  
european          | 112  
europeans         | 12   
eustatia          | 1    
euxine            | 3    
evade             | 5    
evaded            | 2    
evading           | 5    
evasions          | 2    
even              | 520  
evening           | 1    
event             | 18   
events            | 22   
ever              | 231  
every             | 823  
everybody         | 6    
everyman          | 2    
everyone          | 1    
everything        | 3    
everywhere        | 77   
evidence          | 10   
evident           | 47   
evidently         | 62   
evil              | 10   
exact             | 22   
exacted           | 4    
exacting          | 2    
exaction          | 2    
exactions         | 1    
exactly           | 63   
exactness         | 17   
exacts            | 2    
exaggerate        | 1    
exaggerated       | 6    
exaggeration      | 2    
exaggerations     | 1    
exaltation        | 1    
examen            | 1    
examination       | 20   
examine           | 18   
examined          | 4    
examines          | 2    
examining         | 7    
example           | 153  
examples          | 6    
exasperating      | 1    
exceed            | 74   
exceeded          | 22   
exceeding         | 7    
exceeds           | 22   
excel             | 4    
excelled          | 2    
excellence        | 1    
excellency        | 1    
excellent         | 7    
excels            | 1    
except            | 93   
excepted          | 13   
excepting         | 1    
exception         | 7    
exceptions        | 6    
excess            | 21   
excesses          | 3    
excessive         | 21   
excessively       | 3    
exchange          | 183  
exchangeable      | 27   
exchanged         | 53   
exchanges         | 21   
exchanging        | 13   
exchequer         | 18   
excise            | 62   
exciseable        | 1    
excises           | 3    
excite            | 9    
excited           | 6    
excites           | 3    
exciting          | 2    
exclude           | 6    
excluded          | 19   
excludes          | 1    
excluding         | 4    
exclusion         | 8    
exclusive         | 87   
exclusively       | 1    
excommunicated    | 1    
excommunication   | 1    
excused           | 1    
excuses           | 1    
execration        | 1    
execute           | 10   
executed          | 14   
executes          | 3    
executing         | 7    
execution         | 18   
executioner       | 1    
executive         | 22   
executor          | 1    
exemplary         | 1    
exempt            | 6    
exempted          | 22   
exempting         | 2    
exemption         | 12   
exemptions        | 6    
exercise          | 46   
exercised         | 38   
exercises         | 38   
exercising        | 11   
exert             | 8    
exerted           | 5    
exerting          | 3    
exertion          | 11   
exertions         | 4    
exerts            | 1    
exhaust           | 1    
exhausted         | 14   
exhibitions       | 3    
exhortation       | 1    
exigencies        | 15   
exigency          | 9    
exigible          | 4    
exist             | 6    
existed           | 6    
existence         | 14   
existing          | 2    
exists            | 2    
exorbitant        | 20   
expect            | 40   
expectation       | 5    
expectations      | 4    
expected          | 62   
